"","City","State","MeanRankingbyCity","GEOID","UATYPE","LAT","LON","TotalAssets","NumBanks","AvgRating","Banks","cdfi_amt","NumCDFIs","CDFIs"
"1325","CHANCELLOR","SD",1.714285714,NA,"",43.408226,-96.983852,25299,1,1,"DAKOTA HERITAGE STATE BANK",NA,NA,NA
"1326","CHANDLER","AZ",2.142857143,NA,"",33.324113,-111.878217,114418,2,1.5,"EAST VALLEY COMMUNITY BANK, ROCKY MOUNTAIN BANK",NA,NA,NA
"1327","CHANDLER","MN",1.857142857,NA,"",43.92913,-95.94724,39849,1,2,"STATE BANK OF CHANDLER",NA,NA,NA
"1328","CHANDLER","OK",1.727272727,15238,"C",35.702864,-96.878862,239596,3,1.66666666666667,"UNION NATIONAL BANK, FIRST BK OF CHANDLER, UNION BK",NA,NA,NA
"1329","CHANDLER","TX",1.6,NA,"",32.257185,-95.539252,137992,1,1,"CITIZENS STATE BANK",NA,NA,NA
"1330","CHANDLERVILLE","IL",2,NA,"",40.037402,-90.116282,39017,1,2,"PEOPLES STATE BANK OF CHANDLERVILLE",NA,NA,NA
"1331","CHANHASSEN","MN",2,NA,"",44.853364,-93.572584,127024,1,2,"STATE BANK OF CHANHASSEN",NA,NA,NA
"1332","CHANNELVIEW","TX",2,NA,"",29.79138,-95.115,1233617,2,2,"CHANNELVIEW BANK, PRIME BANK",NA,NA,NA
"1333","CHANTILLY","VA",2,NA,"",38.88668,-77.44566,227352,1,2,"ACCESS NATIONAL BANK",NA,NA,NA
"1334","CHANUTE","KS",1.875,15265,"C",37.676018,-95.459986,1231634,3,2,"HOME SAVINGS BANK, COMMUNITY NATIONAL BANK, COMMUNITY NATIONAL BANK & TRUST",NA,NA,NA
"1335","CHAPEL HILL","NC",2,NA,"",36.004647,-79.054475,345514,2,2,"CENTURA BANK, HARRINGTON BANK, FSB",NA,NA,NA
"1336","CHAPEL HILL","TN",2.166666667,NA,"",35.640617,-86.718225,35970,1,2,"FIRST STATE BANK",NA,NA,NA
"1337","CHAPIN","IL",2,NA,"",39.80547,-90.375324,51872,1,2,"CHAPIN STATE BANK",NA,NA,NA
"1338","CHAPLIN","KY",2,NA,"",37.903151,-85.191533,160121,2,2,"PEOPLES STATE BANK, KING SOUTHERN BK",101000,1,"King Southern Bank"
"1339","CHAPMAN","KS",2,NA,"",38.972672,-97.018914,43369,1,2,"COMMUNITY BANK",NA,NA,NA
"1340","CHAPMANVILLE","WV",2,NA,"",37.96087,-82.01076,32302,1,2,"BANK OF CHAPMANVILLE",NA,NA,NA
"1341","CHAPPELL","NE",1.5,NA,"",41.112122,-102.421494,36620,1,2,"DEUEL CTY ST BK",NA,NA,NA
"1342","CHAPPELL HILL","TX",2,NA,"",30.156759,-96.278602,22415,1,2,"CHAPPELL HILL BANK",NA,NA,NA
"1343","CHARDON","OH",1.666666667,15319,"C",41.572344,-81.208884,44960,1,2,"FIRST COUNTY BANK",NA,NA,NA
"1344","CHARITON","IA",1.75,15346,"C",41.015351,-93.305626,96700,2,1.5,"HAWKEYE BANK AND TRUST, CITIZENS BANK",NA,NA,NA
"1345","CHARLEROI","PA",2,NA,"",40.135834,-79.932907,508375,1,2,"CHARLEROI FEDERAL SAVINGS BANK",NA,NA,NA
"1346","CHARLES CITY","IA",1.3,15373,"C",43.065283,-92.67785,420612,1,2,"FIRST SECURITY BANK AND TRUST COMPANY",NA,NA,NA
"1347","CHARLES TOWN","WV",1.888888889,15600,"C",39.297579,-77.857921,425319,1,2,"BANK OF CHARLES TOWN",NA,NA,NA
"1348","CHARLESTON","AR",2,NA,"",35.387924,-93.95098,80251,1,2,"AMERICAN STATE BANK",NA,NA,NA
"1349","CHARLESTON","IL",2.266666667,15400,"C",39.486341,-88.176077,261885,4,1.75,"CHARLESTON FS & LA, THE BANK OF CHARLESTON, THE BANK, BOATMEN'S NATIONAL BANK OF CHARLESTON",NA,NA,NA
"1350","CHARLESTON","MO",1.826086957,15454,"C",36.9073,-89.349156,671507,2,2,"FIRST SECURITY STATE BANK OF CHARLESTON, FOCUS BANK",NA,NA,NA
"1351","CHARLESTON","MS",2,15427,"C",34.007653,-90.055166,50897,1,2,"TALLAHATCHIE COUNTY BANK",NA,NA,NA
"1352","CHARLESTON","SC",1.647058824,15508,"U",32.902255,-80.015543,3347600,1,1,"FIRST FS&LA OF CHARLESTON",28664544,1,"South Carolina Community Loan Fund"
"1353","CHARLESTON","WV",1.75,15481,"U",38.380401,-81.690933,5999014,3,2,"FIRST EMPIRE FS & LA, HUNTINGTON NATIONAL BANK WEST VIRGINIA, CITY NATIONAL BANK OF WEST VIRGINIA",1050000,1,"CommunityWorks in West Virginia, Inc."
"1354","CHARLESTOWN","IN",1,15535,"C",38.445715,-85.673133,284351,1,1,"LIBERTY NATIONAL BANK OF INDIANA",60516,1,"New Washington State Bank"
"1355","CHARLESTOWN","MA",1.75,NA,"",42.382588,-71.065287,15000,1,2,"CHARLESTOWN CO-OPERATIVE BANK",NA,NA,NA
"1356","CHARLESTOWN","NH",2,15562,"C",43.250917,-72.417016,89000,1,2,"CONNECTICUT RIVER BANK",NA,NA,NA
"1357","CHARLEVOIX","MI",1.666666667,15616,"C",45.30966,-85.251064,387570,4,1.5,"FIRST STATE BANK OF CHARLEVOIX, THE CHARLEVOIX COUNTY STATE BANK, CB NORTH, CHARLEVOIX STATE BANK",NA,NA,NA
"1358","CHARLOTTE","MI",1.777777778,15643,"C",42.568394,-84.835291,318416,1,2,"EATON FEDERAL SAVINGS BANK",NA,NA,NA
"1359","CHARLOTTE","NC",1.736842105,15670,"U",35.249654,-80.815826,1755363190,3,1,"CORESTATES BANK, NATIONAL ASSOCIATION, WACHOVIA BANK, N.A., BANK OF AMERICA, N.A.",25243411,6,"Branch Banking and Trust Company of South Carolina, Charlotte-Mecklenburg Housing Partnership, Inc., CMHP Mortgage, Inc., First Legacy Community Credit Union, NationsBank, N.A., Wachovia Bank, N.A."
"1360","CHARLOTTE","TX",2,NA,"",28.86192,-98.70641,31000,1,2,"THE COUNTRY BANK",NA,NA,NA
"1361","CHARLOTTE AMALIE","VI",2,15697,"C",18.343433,-64.922061,53500,1,2,"FIRST VIRGIN ISLANDS FSB",NA,NA,NA
"1362","CHARLOTTESVILLE","VA",2,15724,"U",38.057542,-78.483837,2529060,3,2,"GUARANTY BANK, VIRGINIA NATIONAL BANK, JEFFERSON NATIONAL BANK",3222782,2,"Habitat for Humanity Virginia, Inc., Piedmont Housing Alliance"
"1363","CHARTER OAK","IA",2.5,NA,"",42.06832,-95.59167,5451,1,3,"FARMERS STATE BANK",NA,NA,NA
"1364","CHASE","KS",2,NA,"",38.35501,-98.34951,13000,2,2,"BANK CHASE, THE RICE COUNTY STATE BANK",NA,NA,NA
"1365","CHASKA","MN",2,NA,"",44.810062,-93.653336,241789,2,2,"MIDAMERICA BANK CHASKA, FIRST NATIONAL BANK OF CHASKA",NA,NA,NA
"1366","CHATFIELD","MN",2,15769,"C",43.84766,-92.185121,61796,1,2,"ROOT RIVER ST BK",NA,NA,NA
"1367","CHATHAM","IL",1.909090909,NA,"",39.67616,-89.70454,2077491,1,2,"UNITED COMMUNITY BANK",NA,NA,NA
"1368","CHATHAM","LA",2,NA,"",32.29969,-92.44118,80477,1,2,"PEOPLES BANK",NA,NA,NA
"1369","CHATHAM","NJ",2.25,NA,"",40.74093,-74.38376,81202,1,2,"CHATHAM SAVINGS, FSB",NA,NA,NA
"1370","CHATOM","AL",2,NA,"",31.46517,-88.25446,391596,1,2,"FIRST COMMUNITY BANK",NA,NA,NA
"1371","CHATSWORTH","CA",1,NA,"",34.294142,-118.603883,41125174,1,1,"GREAT WESTERN BANK, A FSB",NA,NA,NA
"1372","CHATSWORTH","GA",1.555555556,NA,"",34.785543,-84.771623,388260,2,2,"FIRST NATIONAL BANK OF CHATSWORTH, COHUTTA BANKING COMPANY",NA,NA,NA
"1373","CHATSWORTH","IL",2,NA,"",40.736954,-88.294923,49179,1,2,"CITIZENS BANK OF CHATSWORTH",NA,NA,NA
"1374","CHATTAHOOCHEE","FL",2,15805,"C",30.699072,-84.847316,24133,1,2,"GADSDEN STATE BANK",NA,NA,NA
"1375","CHATTANOOGA","OK",2,NA,"",34.424316,-98.654352,13000,1,2,"THE FIRST BANK OF CHATTANOOGA",NA,NA,NA
"1376","CHATTANOOGA","TN",1.918918919,15832,"U",35.058501,-85.210372,5657149,4,1.75,"FIRST FEDERAL BANK, F.S.B., FIRST VOLUNTEER BANK, AMERICAN NATIONAL BANK AND TRUST COMPANY, ATLANTIC CAPITAL BANK, NATIONAL ASSOCIATION",135085000,4,"Appalachian Fund for Growth II, LLC, Chattanooga Neighborhood Enterprise, Inc., Church Koinonia Federal Credit Union, River Gorge Capital, LLC"
"1377","CHEBOYGAN","MI",1.666666667,15859,"C",45.639073,-84.476882,255179,1,1,"CITIZENS NATIONAL BANK OF CHEBOYGAN",NA,NA,NA
"1378","CHECOTAH","OK",1.333333333,15886,"C",35.470179,-95.527683,204511,2,1.5,"THE PEOPLES NATIONAL BANK, THE PEOPLES NATIONAL BANK OF CHECOTAH",NA,NA,NA
"1379","CHELAN","WA",2,15913,"C",47.842548,-120.024045,335456,2,2,"NORTH CASCADES NATIONAL BANK, NORTH CASCADES NATIONAL",168470,1,"North Central Washington Business Loan Fund"
"1380","CHELSEA","MA",1.727272727,NA,"",42.39176,-71.03283,278092,4,2,"CHELSEA-PROVIDENT CO-OPERATIVE BANK, CHELSEA BK, THE BANK OF MASSACHUSETTS, INC. D/B/A/ CENTURY BANK/SUFFOLK, BROADWAY NATIONAL BANK",NA,NA,NA
"1381","CHELSEA","MI",2,15940,"C",42.311438,-84.017371,255721,1,2,"CHELSEA ST BK",NA,NA,NA
"1382","CHELSEA","OK",1.583333333,NA,"",36.495713,-95.435688,166630,2,1.5,"THE 1ST NATIONAL BANK OF CHELSEA, BANK OF COMMERCE",NA,NA,NA
"1383","CHENEY","KS",1.857142857,NA,"",37.633711,-97.73513,59994,1,2,"THE CITIZENS STATE BANK OF CHENEY, KANSAS",NA,NA,NA
"1384","CHENEYVILLE","LA",2,NA,"",31.047041,-92.383486,21414,1,2,"THE FARMERS BANK & TRUST OF CHENEYVILLE",NA,NA,NA
"1385","CHENOA","IL",2,NA,"",40.7417,-88.71979,32030,1,2,"BANK OF CHENOA",NA,NA,NA
"1386","CHERAW","SC",1.833333333,15994,"C",34.692689,-79.914,219242,1,2,"SENTRY BANK & TRUST",NA,NA,NA
"1387","CHEROKEE","IA",1.842105263,16021,"C",42.754457,-95.551834,193549,3,2,"CENTRAL TRUST AND SAVINGS BANK, CENTRAL T&SB, CHEROKEE STATE BANK",NA,NA,NA
"1388","CHEROKEE","OK",1.6875,NA,"",36.665351,-98.366783,471051,3,2,"ALFALFA COUNTY BANK, ACB BANK, FARMERS EXCHANGE BANK",15000,1,"Farmers Exchange Bank"
"1389","CHERRY","IL",1.714285714,NA,"",41.426433,-89.212609,80700,1,2,"STATE BANK OF CHERRY",NA,NA,NA
"1390","CHERRY HILL","NJ",2.133333333,NA,"",39.931978,-75.027557,8882118,2,1.5,"UNITED JERSEY BANK/SOUTH N.A., COMMERCE BANK, N.A.",NA,NA,NA
"1391","CHERRY VALLEY","IL",2,NA,"",42.23474,-88.94899,43000,1,2,"THE VALLEY BANK OF ILLINOIS",NA,NA,NA
"1392","CHERRYVALE","KS",2.125,NA,"",37.27034,-95.55248,15000,1,2,"THE PEOPLES STATE BANK",NA,NA,NA
"1393","CHERRYVILLE","NC",2,16075,"C",35.382722,-81.381857,81683,1,2,"CHERRYVILLE FS & LA",NA,NA,NA
"1394","CHESAPEAKE","VA",2,NA,"",36.749991,-76.218759,1323081,2,2,"BANK OF HAMPTON ROADS, MONARCH BK",NA,NA,NA
"1395","CHESHIRE","CT",2,NA,"",41.365709,-72.927507,69728,1,2,"THE APPLE VALLEY BANK & TRUST COMPANY",NA,NA,NA
"1396","CHESNEE","SC",2,16140,"C",35.141589,-81.859807,79500,2,2,"CHESNEE STATE BANK, CAROLINA STATE BANK",NA,NA,NA
"1397","CHESTER","GA",2,NA,"",32.310632,-83.160882,25000,1,2,"BANK OF DODGE COUNTY",NA,NA,NA
"1398","CHESTER","IL",2.076923077,16156,"C",37.917056,-89.824157,720417,4,2,"BUENA VISTA NATIONAL BANK OF CHESTER, CHESTER NATIONAL BANK, BUENA VISTA NATIONAL BANK, FIRST BANK",NA,NA,NA
"1399","CHESTER","lL",2,NA,"",41.36259,-74.27126,67495,1,2,"CHESTER NATIONAL BANK",NA,NA,NA
"1400","CHESTER","MT",2,NA,"",48.510659,-110.967372,1000,1,2,"BANK OF MONTANA CHESTER",NA,NA,NA
"1401","CHESTER","NE",2,NA,"",40.00937,-97.617985,89514,2,2,"STATE BANK OF CHESTER, WESTERN NATIONAL BANK",NA,NA,NA
"1402","CHESTER","NJ",2,NA,"",40.782111,-74.683861,1352040,1,2,"SKYLANDS COMMUNITY BANK",NA,NA,NA
"1403","CHESTER","SC",2,16183,"C",34.707497,-81.213333,211412,2,2,"SPRATT S & LA, SPRATT SAVINGS AND LOAN ASSOCIATION",NA,NA,NA
"1404","CHESTER","TX",2,NA,"",30.92631,-94.59659,1000,1,2,"BANK OF EAST TEXAS",NA,NA,NA
"1405","CHESTER","WV",1.2,NA,"",40.61312,-80.56285,576212,3,1.33333333333333,"FIRST NATIONAL BANK OF CHESTER, HANCOCK COUNTY SAVINGS BANK, F.S.B., HANCOCK COUNTY SAVINGS BANK, F.S.B.",NA,NA,NA
"1406","CHESTER SPRINGS","PA",1,NA,"",40.103858,-75.639994,696781,1,1,"CONESTOGA BK",NA,NA,NA
"1407","CHESTERFIELD","IL",2,NA,"",39.25505,-90.06316,24681,1,2,"CHESTERFIELD STATE BANK",NA,NA,NA
"1408","CHESTERFIELD","MO",1.923076923,NA,"",38.637002,-90.650024,8465768,2,2,"ROOSEVELT BANK, ROOSEVELT BANK",NA,NA,NA
"1409","CHESTERFIELD","VA",2,NA,"",37.392683,-77.605362,73770,1,2,"PEOPLES BK OF VA",NA,NA,NA
"1410","CHESTERTOWN","MD",1.869565217,16210,"C",39.214499,-76.063775,507677,4,2.25,"KENT S & LA, FA, PEOPLES BANK OF KENT COUNTY, MARYLAND, THE CHESTERTOWN BANK OF MARYLAND, MERCANTILE EASTERN SHORE BANK",NA,NA,NA
"1411","CHESTNUT","IL",2,NA,"",40.05335,-89.19891,14863,1,2,"BANK OF CHESTNUT",NA,NA,NA
"1412","CHETEK","WI",2,16223,"C",45.319873,-91.668594,48504,1,2,"CHETEK STATE BANK",NA,NA,NA
"1413","CHETOPA","KS",1.428571429,NA,"",37.03729,-95.08996,43845,2,1.5,"CHETOPA STATE BANK & TRUST CO., CHETOPA, KANSAS, CHETOPA ST B&TC",NA,NA,NA
"1414","CHEVIOT","OH",2,NA,"",39.157003,-84.613279,437041,2,2,"CENTENNIAL SAVINGS BANK, CHEVIOT SAVINGS BANK",NA,NA,NA
"1415","CHEWELAH","WA",2,NA,"",48.293181,-117.739245,64000,1,2,"UNITED SECURITY BANK",NA,NA,NA
"1416","CHEYENNE","OK",2,NA,"",35.608071,-99.672542,183574,1,2,"SECURITY STATE BANK",NA,NA,NA
"1417","CHEYENNE","WY",1.674418605,16237,"U",41.14109,-104.806118,1879017,3,1.66666666666667,"NORWEST BANK, NA, ROCKY MOUNTAIN BANK, FSB, KEY BANK OF WYOMING",NA,NA,NA
"1418","CHEYENNE WELLS","CO",1.777777778,NA,"",38.827259,-102.411537,313447,1,2,"THE EASTERN COLORADO BANK",NA,NA,NA
"1419","CHICAGO","IL",1.960869565,16264,"U",41.827126,-87.895427,426989628,3,1.33333333333333,"FIRST NATIONAL BANK OF CHICAGO, NORTHERN TC, BANK ONE, N.A. ILLINOIS",2844395143.22,80,"ACCION/Chicago, Inc., American Metro Bank, Bank Leumi USA - Chicago Branch, Bank of America Ilinois, Bank One, Illinois, Bethel New Life, Inc, BMO Harris Bank National Association, BMO Harris New Markets Fund, LLC, Ceda Community Development Fund, Charter One Bank, F.S.B., Chase Community Development Corporation, Chase New Markets Corporation, Chicago Community Loan Fund, Chicago Community Ventures, Chicago Development Fund, Chicago Neighborhood Initiatives Micro Finance Group, Inc., Chicago Neighborhood Initiatives, Inc., Cinnaire Lending Corporation, Citizens Bank and Trust, Community Economic Redevelopment Corporation, Community Investment Corporation, Community Reinvestment Fund New Markets I LP, Community Savings Bank, Connections for Community Ownership, Cosmopolitan Bank and Trust, Covenant Bank, Edgebrook Bank, FBA Bancorp, Inc., First Bank of the Americas S.S.B., First Eagle Bancshares, First Eagle Bank, First National Bank of Chicago, GN Bank, Great Lakes Region Sustainability Funds LLC, Greater Chicago Financial Corp, Greater North Pulaski Local Development Corporation, Harris Trust and Savings Bank, Highland Community Bank, IFF, Israel Methcomm FCU, Labe Bank, Lakeside Bank, LaSalle Bank N.A., Latino Economic Development Assistance Corporation, Marquette National Bank, MB Financial Bank, NAB Bank, National Bank of Greece, Chicago Branch, National Community Investment Fund, Neighborhood Housing Services of Chicago, Inc., Neighborhood Lending Services, Inc., Nonprofit Financial Center, North Side Community Federal Credit Union, Northern CDE Corporation, Northern Trust Company, The, Old Second Bancorp, Pacific Global Bank, Park Federal Savings Bank, Park Manor Christian Church Credit Union, Park National Bank and Trust of Chicago, Park National Bank Initiatives, PGB Holdings, Inc, Pulaski Savings Bank, Pullman Bank and Trust, Ravenswood Bank, Resurrection Project, The, RFLF 2, LLC, Sable Bancshares, Inc., SBK New Markets Fund, Inc., Seaway Bank & Trust Company, ShoreBank, South Side Community Federal Credit Union, Southside Community Optimal Redevelopment Enterprise, LLC, TRP Lending, LLC, UNIFIED HOMEOWNERS OF ILLINOIS FCU, Universal Federal Savings Bank, Urban Development Fund, LLC, Urban Enterprise Fund, Urban Partnership Bank, Women's Self-Employment Project (WSEP)"
"1420","CHICAGO HEIGHTS","IL",1.8,NA,"",41.508774,-87.590314,576785,4,2,"CHICAGO HEIGHTS NATIONAL BANK, HERITAGE BANK, FIRST NATIONAL BANK, FIRST NATIONAL BANK OF CHICAGO HEIGHTS",NA,NA,NA
"1421","CHICKAMAUGA","GA",1.8,NA,"",34.76416,-85.353517,69391,1,2,"BANK OF CHICKAMAUGA",NA,NA,NA
"1422","CHICKASHA","OK",1.777777778,16291,"C",35.032213,-97.952197,1004119,3,1.33333333333333,"FIRST FS&LA OF CHICKASHA, THE FIRST NATIONAL BANK AND TRUST COMPANY, THE FIRST NATIONAL BANK AND TRUST CO.",150000,1,"FIRST NATIONAL BANK & TRUST CO., CHICKASHA, OKLAHOMA, THE"
"1423","CHICO","CA",2,16318,"U",39.750248,-121.843748,3954546,2,2,"NORTH STATE NATIONAL BANK, TRI COUNTIES BANK",NA,NA,NA
"1424","CHICO","TX",2,NA,"",33.301868,-97.814354,187078,2,2,"THE FIRST STATE BANK OF CHICO, FIRST STATE BANK",NA,NA,NA
"1425","CHICOPEE","MA",1.5,NA,"",42.154904,-72.602804,567558,1,1,"CHICOPEE SAVINGS BANK",NA,NA,NA
"1426","CHIEFLAND","FL",1.846153846,NA,"",29.389639,-82.834776,591062,2,2,"LEVY COUNTY STATE BANK, DRUMMOND COMMUNITY BANK",NA,NA,NA
"1427","CHILDERSBURG","AL",2,NA,"",33.245885,-86.364148,29000,1,2,"CITY BANK OF CHILDERSBURG",NA,NA,NA
"1428","CHILDRESS","TX",2,16372,"C",34.427372,-100.213223,78159,1,2,"FIRST BANK AND TRUST OF CHILDRESS",NA,NA,NA
"1429","CHILLICOTHE","IL",2,NA,"",40.92226,-89.4862,88655,2,2,"CHILLICOTHE STATE BANK, FIRST NATIONAL BANK OF CHILLICOTHE",NA,NA,NA
"1430","CHILLICOTHE","MO",1.96,16426,"C",39.796065,-93.551176,1076994,2,2,"INVESTORS FEDERAL BANK, NA, CITIZENS BANK AND TRUST COMPANY",NA,NA,NA
"1431","CHILLICOTHE","OH",2,16453,"C",39.345962,-83.005219,233237,2,2,"CITIZENS NATIONAL BANK OF CHILLICOTHE, THE CITIZENS NATIONAL BANK OF CHILICOTHE",NA,NA,NA
"1432","CHILLICOTHE","TX",2,NA,"",34.25647,-99.51676,114813,3,2,"THE FNB OF CHILLICOTHE, FIRST NATIONAL BANK OF CHILLICOTHE, THE FIRST NATIONAL BANK OF CHILLICOTHE",NA,NA,NA
"1433","CHILTON","WI",1.571428571,16480,"C",44.029033,-88.156324,158904,1,2,"STATE BANK OF CHILTON",NA,NA,NA
"1434","CHINA GROVE","NC",1.8,NA,"",35.571468,-80.596523,179216,2,2,"ROWAN SAVINGS BANK, SSB, ROWAN SAVINGS BANK, SSB, INC.",NA,NA,NA
"1435","CHINCOTEAGUE","VA",2,NA,"",37.933179,-75.378809,24000,1,2,"THE MARINE BANK",NA,NA,NA
"1436","CHINO","CA",2,NA,"",33.953755,-117.639209,552287,2,2,"CHINO COMMERCIAL BANK, N.A., CHINO VALLEY BANK",NA,NA,NA
"1437","CHINOOK","MT",2,NA,"",48.487741,-109.261678,51257,2,2,"BANK OF MONTANA CHINOOK, WESTERN BANK OF CHINOOK, N.A.",NA,NA,NA
"1438","CHIPLEY","FL",2,16588,"C",30.77703,-85.540002,57911,2,2,"ONE SOUTH BANK, ONE SOUTH BANK",776500,1,"Community South Credit Union"
"1439","CHIPPEWA FALLS","WI",1.375,NA,"",44.958689,-91.319492,367480,1,1,"NORTHWESTERN BK",NA,NA,NA
"1440","CHISAGO CITY","MN",2,50122,"C",45.372519,-92.868109,91006,2,2,"CHISAGO STATE BANK, THE RIVERBANK",NA,NA,NA
"1441","CHISHOLM","MN",1.833333333,16615,"C",47.487825,-92.88315,130812,2,2,"FIRST NATIONAL NANK, FIRST NATIONAL BANK",NA,NA,NA
"1442","CHITTENANGO","NY",2,16642,"C",43.048383,-75.878237,46615,1,2,"STATE BANK OF CHITTENANGO",NA,NA,NA
"1443","CHOCTAW","OK",2,NA,"",35.51876,-97.249071,30000,1,2,"CHOCTAW STATE BANK",NA,NA,NA
"1444","CHOKIO","MN",2,NA,"",45.573876,-96.172979,10000,1,2,"FIRST STATE BANK CHOKIO",NA,NA,NA
"1445","CHOTEAU","MT",2,NA,"",47.824102,-112.266872,77602,1,2,"CITIZENS ST BK OF CHOTEAU",NA,NA,NA
"1446","CHOUDRANT","LA",1.625,NA,"",32.53015,-92.51431,4577781,2,2,"COMMUNITY TRUST BANK, COMMUNITY TR BK",413326,1,"Community Trust Bank"
"1447","CHOUTEAU","OK",2,NA,"",36.187866,-95.261554,33828,1,2,"BANK OF COMMERCE",NA,NA,NA
"1448","CHRISMAN","IL",2,NA,"",39.77859,-87.687638,229494,3,2,"THE FIRST NATIONAL BANK OF CHRISMAN, STATE BANK OF CHRISMAN, LONGVIEW BANK AND TRUST",NA,NA,NA
"1449","CHRISNEY","IN",2,NA,"",38.01477,-87.03639,21000,1,2,"CHRISNEY STATE BANK",NA,NA,NA
"1450","CHRISTIANA","DE",2,NA,"",39.689001,-75.619094,32566,1,2,"DELAWARE STERLING BANK & TRUST COMPANY",NA,NA,NA
"1451","CHRISTIANSBURG","OH",2.333333333,NA,"",40.0564,-84.025444,1000,1,2,"FIRST CITY BANK",NA,NA,NA
"1452","CHRISTIANSBURG","VA",1.8,NA,"",37.154804,-80.418396,4805066,3,2,"FNB OF CHRISTIANSBURG, FIRST NATIONAL BANK, STELLARONE BK",1474000,1,"Appalachian Community Capital Corporation"
"1453","CHRISTIANSTED","VI",1.571428571,16750,"C",17.725245,-64.780792,152478,2,1.5,"VIRGIN ISLANDS COMMUNITY BANK, BANK OF ST. CROIX, INC.",NA,NA,NA
"1454","CHRISTOPHER","IL",2,16777,"C",37.976686,-89.061257,42000,1,2,"BANTERRA BANK OF CHRISTOPHER",NA,NA,NA
"1455","CHULA VISTA","CA",2,NA,"",33.016928,-116.846046,735210,2,2,"FIRST INTERNATIONAL BANK, PACIFIC TRUST BANK, FSB",NA,NA,NA
"1456","CHURCH POINT","LA",2,16831,"C",30.4042,-92.216184,96281,1,2,"FARMERS STATE BANK & TRUST CO.",NA,NA,NA
"1457","CHURDAN","IA",2.5,NA,"",42.141856,-94.503538,17149,1,2,"FIRST ST BK",NA,NA,NA
"1458","CHURUBUSCO","IN",2,NA,"",41.2306,-85.31942,75646,1,2,"CHURUBUSCO STATE BANK",NA,NA,NA
"1459","CICERO","IL",2.307692308,NA,"",41.838036,-87.75987,887035,2,2,"WEST TOWN SAVINGS BANK, PINNACLE BANK",95000,1,"West Town Savings Bank"
"1460","CICERO","NY",2,NA,"",43.17562,-76.11937,28000,1,2,"CICERO BANK",NA,NA,NA
"1461","CIMARRON","KS",2,NA,"",37.803608,-100.338634,131564,2,2,"THE FIRST NATIONAL BANK IN CIMARRON, FIRST NATIONAL BANK IN CIMARRON",NA,NA,NA
"1462","CINCINNATI","OH",1.981481481,16885,"U",39.185506,-84.462044,630350857,3,1.33333333333333,"STAR BANK, N.A., U.S. BANK, N.A., U.S. BANK NATIONAL ASSOCIATION",742436104,9,"Cincinnati Development Fund, Inc., Cincinnati New Markets Fund, LLC, Columbia Savings Bank, Cornerstone Homesource Regional Loan Fund, Kista NMTC Fund LLC, Kroger Community Development Entity, LLC, Mt. Washington Savings and Loan, The North Side Bank and Trust Company, Uptown Consortium, Inc."
"1463","CIRCLE PINES","MN",2,NA,"",45.185565,-93.129272,27000,1,2,"FIRSTAR CENTENNIAL BANK",NA,NA,NA
"1464","CIRCLEVILLE","KS",1.8,NA,"",39.528134,-95.848729,41445,1,2,"THE FARMERS STATE BANK",NA,NA,NA
"1465","CIRCLEVILLE","OH",2,16912,"C",39.605129,-82.937356,326373,1,2,"THE SAVINGS BANK",NA,NA,NA
"1466","CISCO","TX",2,16939,"C",32.384114,-98.982366,74372,2,2,"FNB IN CISCO, FIRST NATIONAL BANK IN CISCO",NA,NA,NA
"1467","CISNE","IL",2,NA,"",38.51588,-88.43755,20000,1,2,"CISNE STATE BANK",NA,NA,NA
"1468","CISSNA PARK","IL",2,NA,"",40.56476,-87.89309,61618,1,2,"CISSNA PARK STATE BANK",NA,NA,NA
"1469","CITRUS HEIGHTS","CA",2,NA,"",38.689802,-121.26736,11000,1,2,"COUNTRYSIDE THRIFT AND LOAN",NA,NA,NA
"1470","CITY OF INDUSTRY","CA",2.083333333,NA,"",33.786594,-118.298662,683922,2,2,"UNITED PACIFIC BANK, EVERTRUST BANK",NA,NA,NA
"1471","CLANTON","AL",1.666666667,17047,"C",32.859117,-86.651536,318929,3,1.66666666666667,"FIRST FS & LA OF CHILTON COUNTY, PEOPLES SVG BK, PEOPLES SOUTHERN BK",NA,NA,NA
"1472","CLARA CITY","MN",1.666666667,NA,"",44.992549,-95.36042,950024,2,2,"CITIZENS STATE BANK OF CLARA CITY, CITIZENS ALLIANCE BANK",NA,NA,NA
"1473","CLAREMONT","CA",2.333333333,NA,"",34.09668,-117.71978,230208,1,3,"COMMUNITY COMMERCE BANK",990000,1,"Community Commerce Bank"
"1474","CLAREMONT","MN",1.6,NA,"",44.046168,-92.975313,19476,1,1,"SECURITY STATE BANK OF CLAREMONT",NA,NA,NA
"1475","CLAREMONT","NH",1.888888889,17101,"C",43.374025,-72.354033,419385,1,2,"CLAREMONT SAVINGS BANK",NA,NA,NA
"1476","CLAREMONT","SD",1.5,NA,"",45.682867,-98.051948,20713,1,1,"FIRST STATE BANK OF CLAREMONT",NA,NA,NA
"1477","CLAREMORE","OK",1.913043478,17128,"C",36.295445,-95.635401,2908626,3,2,"FIDELITY FS&LA, RCB BANK, RCB BK",NA,NA,NA
"1478","CLARENCE","MO",2.125,NA,"",39.74294,-92.26344,44729,2,2,"CLARENCE STATE BANK, NEIGHBORS BANK",NA,NA,NA
